Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
35,"J Waring, C Lindvall, R Umeton","Automated machine learning: Review of the state-of-the-art and opportunities for healthcare",2020,"Artificial Intelligence in Medicine","Elsevier","https://www.sciencedirect.com/science/article/pii/S0933365719310437","https://scholar.google.com/scholar?cites=8032313411964170016&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-02-09 16:16:17","HTML","","","",,,,,35,35.00,12,3,1,"Objective This work aims to provide a review of the existing literature in the field of automated machine learning (AutoML) to help healthcare professionals better utilize machine learning models “off-the-shelf” with limited data science expertise. We also identify …"
0,"J Mueller, X Shi, A Smola","Faster, Simpler, More Accurate: Practical Automated Machine Learning with Tabular, Text, and Image Data",2020,"Proceedings of the 26th ACM SIGKDD …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3394486.3406706","",2,"2021-02-09 16:16:17","","","","",,,,,0,0.00,0,3,1,"… 2019. AutoML: A Survey of the State-of-the-Art. arXiv preprint arXiv:1908.00709 (2019). [16] Frank Hutter, Lars Kotthoff, and Joaquin Vanschoren. 2018. Automated Machine Learning: Methods, Systems, Challenges. https://www.automl.org/book …"
2,"L Vaccaro, G Sansonetti, A Micarelli","Automated Machine Learning: Prospects and Challenges",2020,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-58811-3_9","https://scholar.google.com/scholar?cites=9457946145460340695&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-02-09 16:16:17","","","","",,,,,2,2.00,1,3,1,"The State of the Art of the young field of Automated Machine Learning (AutoML) is held by the connectionist approach … Abstract. The State of the Art of the young field of Automated Machine Learning (AutoML) is held by the connectionist approach …"
4,"HJ Escalante","Automated Machine Learning--a brief review at the end of the early years",2020,"arXiv preprint arXiv:2008.08516","arxiv.org","https://arxiv.org/abs/2008.08516","https://scholar.google.com/scholar?cites=16294175718726107520&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-02-09 16:16:17","","","","",,,,,4,4.00,4,1,1,"… Automated Machine Learning or AutoML is a term coined by the machine learning community to refer to methods that aim at automating the … From the above discussion, it is interesting that several core contributions widely used in current state of the art AutoML solutions were …"
1,"F Qi, Z Xia, G Tang, H Yang, Y Song…","A Graph-based Evolutionary Algorithm for Automated Machine Learning",2020,"Software Engineering …","scholarchain.eu","https://scholarchain.eu/ser/article/view/77","https://scholar.google.com/scholar?cites=3852240221793877545&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-02-09 16:16:17","","","","",,,,,1,1.00,0,6,1,"… As an emerging field, Automated Machine Learning (AutoML) aims to reduce or eliminate manual operations that require expertise in machine … On the PMLB dataset, the proposed approach shows the state-of-the-art performance compared with TPOT, Autostacker, and auto …"
4,"Y Li, D Zha, P Venugopal, N Zou, X Hu","PyODDS: An end-to-end outlier detection system with automated machine learning",2020,"Companion Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3366424.3383530","https://scholar.google.com/scholar?cites=16161551750732003974&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-02-09 16:16:17","","","","",,,,,4,4.00,1,5,1,"… PyODDS: An End-to-end Outlier Detection System with Automated Machine Learning … performance of Py- ODDS to answer the following questions: first, how does the al- gorithm with hyper-parameters discovered by PyODDS compare with state-of-the-art handcrafted algorithms …"
5,"Q Zhang, W Hu, Z Liu, J Tan","TBM performance prediction with Bayesian optimization and automated machine learning",2020,"Tunnelling and Underground Space …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0886779820304478","https://scholar.google.com/scholar?cites=869981462896280731&as_sdt=2005&sciodt=0,5&hl=en",7,"2021-02-09 16:16:17","","","","",,,,,5,5.00,1,4,1,"… Optimization of an ANN model using neural architecture search. • The automated machine learning method for TBM performance prediction is proposed. • The state-of-the-art prediction results of TBM performance are obtained. Abstract …"
4,"J Dafflon, WHL Pinaya, F Turkheimer…","An automated machine learning approach to predict brain age from cortical anatomical measures",2020,"Human brain …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.25028","https://scholar.google.com/scholar?cites=7287994917432243888&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-02-09 16:16:17","","","","",,,,,4,4.00,1,4,1,"… An automated machine learning approach to predict brain age from cortical anatomical measures … Without any prior knowledge, TPOT was able to scan through the model space and create pipelines that outperformed the state‐of‐the‐art accuracy for Freesurfer‐based models …"
9,"K Chauhan, S Jani, D Thakkar, R Dave…","Automated machine learning: The new wave of machine learning",2020,"2020 2nd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9074859/","https://scholar.google.com/scholar?cites=1962533058384530912&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-02-09 16:16:17","","","","",,,,,9,9.00,2,5,1,"… Automated machine learning in practice: state of the art and recent results. In 2019 6th Swiss Conference on Data Science (SDS), pages 31–36. IEEE, 2019. [2] Karen Simonyan and Andrew Zisserman. Very deep convolu- tional networks for large-scale image recognition …"
43,"TT Le, W Fu, JH Moore","Scaling tree-based automated machine learning to biomedical big data with a feature set selector",2020,"Bioinformatics","academic.oup.com","https://academic.oup.com/bioinformatics/article-abstract/36/1/250/5511404","https://scholar.google.com/scholar?cites=16528626200407281724&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-02-09 16:16:17","","","","",,,,,43,43.00,14,3,1,"… Navigation. Scaling tree-based automated machine learning to biomedical big data with a feature set selector … prediction. Automated machine learning (AutoML) systems were developed to automate this challenging and time-consuming process …"
