Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
16,"A Tharwat, T Gaber, MM Fouad, V Snasel…","Towards an automated zebrafish-based toxicity test model using machine learning",2015,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050915028380","https://scholar.google.com/scholar?cites=14294993369813676196&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-02-09 16:40:36","","","","",,,,,16,2.67,3,5,6,"… system has achieved an excellent accuracy rate, reached to 99.47%8. In this paper, a fully automated machine learning-based approach is … 4. JM Spitsbergen, ML Kent, The state of the art of the zebrafish model for toxicology and toxicologic pathology research-advantages and …"
9,"M Lootus","Automated radiological analysis of spinal MRI",2015,"","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:5820edfd-fe18-4f3c-9db3-204db75c09c2","https://scholar.google.com/scholar?cites=1293445352974003506&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-02-09 16:40:36","HTML","","","",,,,,9,1.50,9,1,6,"… We use automated machine learning algorithms to develop a spinal MRI analysis framework for a number of tasks such as vertebrae … on chains) together with appropriate modelling, results in a simple, computationally cheap procedure, that achieves state-of-the-art performance …"
109,"M Kuska, M Wahabzada, M Leucker, HW Dehne…","Hyperspectral phenotyping on the microscopic scale: towards automated characterization of plant-pathogen interactions",2015,"Plant methods","Springer","https://link.springer.com/article/10.1186/s13007-015-0073-7","https://scholar.google.com/scholar?cites=11245643225442367882&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-02-09 16:40:36","HTML","","","",,,,,109,18.17,22,5,6,"The detection and characterization of resistance reactions of crop plants against fungal pathogens are essential to select resistant genotypes. In breeding practice phenotyping of plant genotypes is realized by time consuming and expensive visual rating. In this context hyperspectral …"
42,"J Xu, Y Zhang, Y Wu, J Wang, X Dong…","Citation sentiment analysis in clinical trial papers",2015,"AMIA annual symposium …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4765697/","https://scholar.google.com/scholar?cites=4076687416565701316&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-02-09 16:40:36","HTML","","","",,,,,42,7.00,7,6,6,"… the structure information achieved the highest Micro-F score of 0.860 and Macro-F score of 0.719, validating the promise of using automated machine learning methods to … Some state-of-the-art methods for imbalanced learning may improve the performance of minority classes …"
14,"SM Yimam, C Biemann, L Majnaric…","Interactive and iterative annotation for biomedical entity recognition",2015,"… Conference on Brain …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-23344-4_34","https://scholar.google.com/scholar?cites=17521500136084975289&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-02-09 16:40:36","","","","",,,,,14,2.33,4,4,6,"… Human into the Loop: Automated machine learning algorithms work well in certain environments … Springer, Heidelberg (2013) 2. Holzinger, A., Schantl, J., Schroettner, M., Seifert, C., Verspoor, K.: Biomed- ical Text Mining: State-of-the-Art, Open Problems and Future Challenges …"
2,"W Jakubiuk","High performance data processing pipeline for connectome segmentation",2015,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/106122","https://scholar.google.com/scholar?cites=2138901676822358521&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-02-09 16:40:36","","","","",,,,,2,0.33,2,1,6,"… A mm3 of a high-resolution brain tissue takes roughly a petabyte of space that the state-of-the-art pipelines are unable to process to date … 2.4 RhoANA RhoANA is a segmentation pipeline, that as of 2013, claimed state-of-the art re …"
0,"AR MacLaren","Automated Detection of Rare and Endangered Anurans Using Robust and Reliable Detection Software",2015,"","digital.library.txstate.edu","https://digital.library.txstate.edu/handle/10877/6828","",7,"2021-02-09 16:40:36","","","","",,,,,0,0.00,0,1,6,"… automated techniques, thus my recognizer must perform capably. Additionally, I employed these automated machine-learning techniques to document the presence or … standards, such as tape recorders (Parris et al. 1999), brought state of the art technology …"
4,"I Corona, M Contini, D Ariu, G Giacinto…","PharmaGuard: Automatic identification of illegal search-indexed online pharmacies",2015,"2015 IEEE 2nd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7175954/","https://scholar.google.com/scholar?cites=16549046704502162225&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-02-09 16:40:36","","","","",,,,,4,0.67,1,5,6,"… As we will see in §IV, this allows for detecting instances that do not appear in state-of-the-art blacklists … Instead, as in the detection of online pharmacies, we apply a fully automated machine learning algorithm based on the analysis of textual content within either illegitimate or …"
9,"T Sellam, E Müller, M Kersten","Semi-automated exploration of data warehouses",2015,"… of the 24th ACM International on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2806416.2806538","https://scholar.google.com/scholar?cites=14010113508186582218&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-02-09 16:40:36","","","","",,,,,9,1.50,3,3,6,"… On the other hand, automated, machine learning meth- ods have gained much popularity, as shown by the recent success of industrial “data scientists”. Nevertheless, at the time of writing this paper, these experts are still a rare and expensive resource …"
42,"N Chow, KS Hwang, S Hurtz…","Comparing 3T and 1.5 T MRI for mapping hippocampal atrophy in the Alzheimer's Disease Neuroimaging Initiative",2015,"American Journal …","Am Soc Neuroradiology","http://www.ajnr.org/content/36/4/653.short","https://scholar.google.com/scholar?cites=7675073056589458227&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-02-09 16:40:36","","","","",,,,,42,7.00,11,4,6,"Skip to main content. Advertisement. Main menu. Home; Content: Current Issue; Publication Preview--Ahead of Print; Past Issue Archive; Case of the Week Archive; Classic Case Archive; Case of the Month Archive. For Authors; About …"
